marque,version,annee,kilometrage,energie,emission_C02,consommation_mixte,transmission,portes,puissance_fiscale,places,lieu,prix
Volkswagen,Passat 2.0 16S TDI 140 Carat,2005,115000,Diesel,153,5.8,Manuelle,4,8,5,24100,8000
Mercedes,CLK 270 CDI Elégance A,2004,191000,Diesel,183,6.9,Automatique,2,10,4,13013,7000
Volkswagen,Golf 2.0 TSI 270 R 4Motion DSG6,2011,117300,Essence,195,8.4,Semi automatique,4,17,5,30000,19900
Citroën,C4 BlueHDi 130 S&S EAT8 Shine Pack,2020,1757,Diesel,null,null,Automatique,4,7,5,62320,25990
Peugeot,3008 2.0 HDi 16V 150ch FAP Féline,2010,150000,Diesel,149,5.7,Manuelle,4,8,5,77430,7900
OPEL,Rakord,1976,27000,Diesel,null,null,Manuelle,4,null,4,40100,3000
Subaru,Forester 2.0D,2015,120000,Diesel,148,null,Manuelle,4,8,5,39000,12000
Volkswagen,Touran 2.0 TDI 190 BMT DSG6 5pl Carat,2018,93000,Diesel,122,4.7,Automatique,4,10,5,30000,20500
Citroën,2 CV 6 Special,1986,16000,Essence,null,null,Manuelle,4,3,5,74380,14000
BMW,Coupé 320d 177ch Sport,2008,247,Diesel,131,4.9,Manuelle,2,10,5,34160,7900
Renault,CLIO SOCIETE DCI 75 ENERGY AIR,2018,73000,Diesel,85,3.3,Manuelle,4,4,2,93100,6250
Volvo,XC40 T3 156 ch,2019,15714,Essence,144,6.2,Manuelle,4,9,5,59300,33500
Saab,900i,1986,429000,Essence,null,null,Manuelle,4,9,5,vendeur,3500
Citroën,DS3 VTi 120 Airdream So Chic,2012,113000,Essence,136,5.9,Manuelle,2,7,5,74210,7500
BMW,X5 xDrive30d 245ch Luxe A,2010,188000,Diesel,195,7.4,Automatique,4,15,5,77220,17400
Renault,Clio TCe 90 Energy Business,2017,59500,Essence,105,4.7,Manuelle,4,5,5,42000,10000
Fiat,Panda Cross 4x4 1.3 Multijet 16V,2006,220000,Diesel,141,5.3,Manuelle,4,5,4,38360,2500
Opel,Corsa 1.2 Twinport Cosmo,2004,152000,Essence,151,6.3,Manuelle,4,5,5,38470,2700
Saab,9000i 2.3 16V CD,1995,299000,Essence,null,null,Manuelle,4,11,5,34000,3500
Audi,A4 Cabriolet 2.0 TFSI Ambiente Multitronic A,2006,187800,Essence,202,8.4,Automatique,2,13,4,85000,8200
Fiat,Panda 1.1 8V ECO Estivale,2009,105000,Essence,119,5.0,Manuelle,4,4,4,,3690
Dacia,Sandero 1.5 dCi 90 FAP Stepway,2012,139000,Diesel,130,5.0,Manuelle,4,5,5,25580,6700
Hyundai,i40 SW 1.7 CRDi 136 Executive A,2015,100400,Diesel,159,6.0,Automatique,4,8,5,87570,12800
Volkswagen,Touareg 3.0 V6 TDI 240 FAP Carat Edition Tiptronic A,2008,297730,Diesel,262,9.9,Automatique,4,17,5,31490,6000
Toyota,Yaris 110 VVT-i CVT Design Y20,2019,30000,Essence,112,4.9,Automatique,4,6,5,83250,14000
Peugeot,108 VTi 72ch S&S BVM5 Allure,2020,6700,Essence,null,null,Manuelle,4,4,4,92390,11590
Mercedes,Classe B 180 CDI Design 7-G DCT A,2013,110000,Diesel,107,4.1,Automatique,4,6,5,22100,11500
Mini,Mini 1.6 D - 110 Cooper,2010,169000,Diesel,104,3.9,Manuelle,2,5,4,31000,5890
Peugeot,2008 PureTech 130 S&S EAT8 GT,2021,3950,Essence,null,null,Automatique,4,7,5,21121,27950
PEUGEOT,null,2002,353716,Diesel,null,null,Manuelle,4,null,null,85770,790
Volkswagen,New Beetle Cab 1.6i Carat,2005,129000,Essence,185,7.7,Manuelle,2,7,4,06400,5900
Mercedes,SL 500 A,2004,178000,Essence,292,12.1,Automatique,2,22,2,06400,16800
Mercedes,Classe C Break 200 CDI BlueEfficiency Avantgarde Euro V A,2010,189800,Diesel,153,5.8,Automatique,4,8,5,07200,7800
Volkswagen,Golf 1.4 TSI 122 BlueMotion Technology Carat,2014,117000,Essence,120,5.2,Manuelle,4,6,5,68330,11000
Renault,Twingo II 1.5 dCi 75 eco2 Life,2013,104000,Diesel,85,3.3,Manuelle,2,4,4,46200,6300
Renault,Twingo II 1.5 dCi 75 eco2 Life,2013,104000,Diesel,85,3.3,Manuelle,2,4,4,46200,6300
Mercedes,C 240 Avantgarde A,2001,104000,Essence,243,10.1,Automatique,4,12,5,79000,7500
Hyundai,i10 1.0 66 BVM5 Intuitive,2017,52200,Essence,108,4.7,Manuelle,4,4,5,38080,7200
Audi,A1 Sportback 1.6 TDI 105 Ambiente,2013,100000,Diesel,99,3.8,Manuelle,4,5,5,49000,12500
Audi,A1 Sportback 1.0 TFSI 95 ultra Active S tronic,2016,62000,Essence,103,4.5,Semi automatique,4,5,5,93110,16900
Volkswagen,Golf 1.0 TSI 110 BlueMotion Technology Sound,2018,99000,Essence,109,4.8,Manuelle,4,6,5,54400,18990
Renault,Mégane IV Berline TCe 130 Energy Akaju,2017,42000,Essence,123,5.5,Manuelle,4,7,5,40110,14000
Seat,Ateca 2.0 TDI 150 ch Start/Stop 4Drive FR,2018,49300,Diesel,134,5.1,Manuelle,4,8,5,31790,23300
Renault,Twingo II 1.2 LEV 16v 75 eco2 Authentique,2009,90000,Essence,114,5.1,Manuelle,2,4,4,69220,3900
Hyundai,i20 1.2 85 Pack GO!,2014,54500,Essence,114,4.9,Manuelle,4,5,5,44400,7850
Peugeot,207 SW 1.6 HDi 16V 90ch BLUE LION Premium,2008,274758,Diesel,119,4.6,Manuelle,4,5,5,33160,6250
Opel,Crossland X 1.2 Turbo 110 ch BVA6 Ultimate,2017,25500,Essence,123,5.4,Automatique,4,6,5,63370,16750
RENAULT,null,2011,227000,Diesel,149,5,Manuelle,2,7,4,90120,5700
Smart,Smart Coupé 1.0 71ch mhd Iceshine Bleu Azur Softouch,2013,97127,Essence,98,4.3,Semi automatique,2,4,2,75014,4550
Opel,Zafira 1.7 CDTI - 125 ch FAP Cosmo Pack,2007,166000,Diesel,152,5.7,Manuelle,4,7,7,13007,3990
Smart,Smart Coupé 1.0 71ch mhd Pure,2009,109000,Essence,103,4.3,Semi automatique,2,4,2,13007,4690
Citroën,DS3 THP 150 Sport Chic,2011,141000,Essence,155,6.7,Manuelle,2,9,5,13007,6590
Mercedes,Classe A 200 CDI BlueEFFICIENCY Business,2015,146000,Diesel,109,4.2,Manuelle,4,7,5,vendeur,17000
Mercedes,Classe C 220 CDI BlueEfficiency Business + A,2011,110000,Diesel,125,4.8,Automatique,4,9,5,14610,13500
Renault,Twingo 1.2i Expression,2001,104000,Essence,138,5.8,Manuelle,2,4,4,14100,2500
Opel,Corsa 1.2 Turbo 100 ch BVA8 Elegance,2021,2150,Essence,123,null,Automatique,4,5,5,70000,19750
Peugeot,604 GTD Tbo,1987,90000,Diesel,null,null,Manuelle,4,8,5,54220,1
Peugeot,505 Tbo D GTD,1989,100000,Diesel,null,null,Manuelle,4,7,5,54220,1
Volkswagen,Coccinelle 1.2 TSI 105 BMT,2015,120000,Essence,123,5.3,Manuelle,2,6,4,44410,14200
Abarth,595 1.4 Turbo 16V T-Jet 145 ch BVM5,2018,30400,Essence,139,6.0,Manuelle,2,8,4,vendeur,16200
FIAT,fiat 850 spider. Bertone de 1969,1969,100000,Essence,null,null,Manuelle,2,null,2,74100,15500
Jaguar,S-Type 3.0i V6 A,2000,175000,Essence,null,null,Automatique,4,17,5,95600,4500
Citroën,C5 Aircross BlueHDi 130 S&S BVM6 Business,2021,7000,Diesel,null,null,Manuelle,4,7,5,25700,26500
BMW,320d xDrive 184 ch Sport,2013,150000,Diesel,128,4.9,Manuelle,4,10,5,60300,15643
Toyota,Yaris Hybride 100h Collection Jaune,2017,26600,Hybride,82,3.6,Automatique,4,3,5,03260,14800
Fiat,500X 1.4 MultiAir 140 ch DCT Club,2017,47500,Essence,133,5.7,Automatique,4,7,5,28310,16500
Peugeot,308 CC 1.6 THP 16V 156ch Sport Pack A,2010,114000,Essence,179,7.7,Automatique,2,9,4,06000,7990
Suzuki,Vitara 1.6 DDiS Allgrip Pack,2015,116000,Diesel,111,4.2,Manuelle,4,6,5,77370,11500
Chevrolet,Corvette Coupé A,1978,15479,Essence,null,12.1,Automatique,2,30,5,14370,29900
Citroën,DS5 BlueHDi 180 S&S EAT6 Be Chic,2017,86000,Diesel,113,4.3,Automatique,4,9,5,59551,17500
Renault,Scenic TCe 130 Energy Bose Edition,2015,62000,Essence,140,6.2,Manuelle,4,7,5,13008,11500
Renault,Captur TCe 140 - 21B R.S. Line,2021,2500,Essence,131,null,Manuelle,4,7,5,94150,25000
Opel,Meriva 1.7 CDTI - 100 Cosmo,2008,191000,Diesel,139,5.2,Manuelle,4,6,5,45700,2100
Fiat,Freemont 2.0 16V Multijet 170 ch 4x2 Black Code,2014,115000,Diesel,169,6.4,Manuelle,4,10,7,81370,13000
Land-Rover,Defender 90 Station Wagon E,2010,195600,Diesel,266,10.0,Manuelle,2,10,4,07260,25300
Renault,Modus 1.2 16v 75 eco2 Modus.Com Euro 5,2012,56000,Essence,138,5.9,Manuelle,4,5,5,25260,5500
Volkswagen,Golf 1.2 TSI 85 BlueMotion Technology Trendline,2014,36000,Essence,113,4.9,Manuelle,4,5,5,97419,12000
Peugeot,3008 Hybrid 225 e-EAT8 GT,2021,12000,Hybride,32,null,Automatique,4,10,5,38240,40900
Peugeot,207 1.4 HDi 70ch Urban,2010,120000,Diesel,120,4.5,Manuelle,4,4,5,01160,5199
Kia,Stonic 1.0 T-GDI 120 ch ISG Active Business,2019,9500,Essence,null,null,Manuelle,4,6,5,06130,17900
Mercedes,Classe E 320 CDI Elégance A,2006,198000,Diesel,194,7.3,Automatique,4,14,5,89100,4250
Fiat,500X 1.6 110 ch,2015,59400,Essence,139,6.0,Manuelle,4,6,5,42160,11150
Renault,Twingo III 1.0 SCe 70 BC Intens,2017,42000,Essence,112,5.0,Manuelle,4,4,4,77280,7190
Peugeot,3008 1.2 Puretech 130ch S&S EAT6 Active,2018,35000,Essence,120,5.5,Automatique,4,7,5,13600,22700
Renault,Scenic dCi 110 Energy EDC Business,2018,88200,Diesel,104,4.0,Automatique,4,5,5,85280,14500
Nissan,Micra IG-T 90 Tekna,2017,36700,Essence,104,4.6,Manuelle,4,5,5,91380,9490
Citroën,BX Tbo D Image,1992,126695,Diesel,null,null,Manuelle,4,5,5,27150,2500
Mercedes,Classe CLA 200 d 7-G DCT 4Matic Fascination,2018,53000,Diesel,123,4.8,Automatique,4,7,5,38760,27500
Peugeot,Partner 2.0 HDi Grand Raid,2005,225000,Diesel,154,5.8,Manuelle,4,6,5,62390,4590
Mercedes,Classe B 180 CDI BlueEFFICIENCY Business,2012,57700,Diesel,115,4.4,Manuelle,4,6,5,63430,13800
JAGUAR,S-Type 2.7 V6 D - 208 Bi-Turbo Executive,2006,150000,Diesel,179,7.1,Manuelle,4,13,5,88000,6500
RENAULT,Modus 1.5 dCi 80 Confort Expression,2005,130000,Diesel,122,4.6,Manuelle,4,5,5,88000,3000
KIA,Picanto 1.1 EX 4pl,2007,49000,Essence,119,4.9,Manuelle,4,4,4,88000,3500
Lexus,IS 200 Pack Luxe A,2000,165000,Essence,null,9.6,Automatique,4,11,5,34690,5490
Citroën,Grand C4 Picasso e-HDi 115 Attraction ETG6,2014,129600,Diesel,104,4.0,Semi automatique,4,6,7,04130,9900
Peugeot,3008 2.0 HDi 150ch FAP Allure,2013,134000,Diesel,139,5.3,Manuelle,4,8,5,38780,9500
Renault,25 TX Courchevel,1991,210310,Essence,null,null,Manuelle,4,9,5,34920,5000
Mini,Mini One 102 ch,2017,38000,Essence,109,4.7,Manuelle,2,5,4,31250,16900
Mercedes,Classe A 180 CDI BlueEFFICIENCY Inspiration,2013,71400,Diesel,107,4.1,Manuelle,4,5,5,13300,14700
Renault,Arkana E-Tech 145 Business,2021,4000,Hybride,null,null,Automatique,4,5,5,18140,29990
Opel,Corsa 1.3 CDTI - 75 EcoFlex 105g Cool Line 2,2010,183000,Diesel,105,4.0,Manuelle,2,4,5,59000,3400
Citroën,C3 BlueHDi 75 S&S 83g Feel Business,2017,87039,Diesel,83,3.2,Manuelle,4,4,5,08300,9790
Mercedes,Classe B 180 7-G DCT Fascination,2018,26020,Essence,142,6.2,Automatique,4,7,5,45630,21900
Audi,A1 Sportback 30 TFSI 116 ch S tronic 7 Advanced,2020,20000,Essence,null,null,Automatique,4,6,5,33110,25500
Alfa,MiTo 1.4 TB MultiAir Start & Stop 170 Quadrifoglio Verde,2013,33400,Essence,139,6.0,Manuelle,2,9,4,16000,12900
Abarth,Punto Evo 1.4 16v Turbo MultiAir 165,2011,66100,Essence,142,6.0,Manuelle,2,9,5,16000,12990
Peugeot,108 VTi 72ch S&S BVM5 Collection,2021,301,Essence,null,null,Manuelle,4,4,4,17300,15500
Mitsubishi,Outlander 2.2 DI-D 150 4WD Instyle A,2015,115000,Diesel,153,5.8,Automatique,4,8,7,06210,17200
Peugeot,3008 BlueHDi 180ch S&S EAT8 GT Line,2020,16000,Diesel,null,null,Automatique,4,9,5,74200,30500
Peugeot,208 PureTech 82ch S&S BVM5 Signature,2019,14200,Essence,108,4.7,Manuelle,4,4,5,74200,12500
Opel,Grandland X 1.5 Diesel 130 ch BVA8 Elite,2020,6700,Diesel,98,4.1,Automatique,4,7,5,25310,28100
Volvo,V60 D3 163 ch Xénium Geartronic A,2011,157000,Diesel,162,6.1,Automatique,4,9,5,74100,10990
Trafic,Trafic Combi L2 dCi 125 Energy Zen,2018,95000,Diesel,145,5.6,Manuelle,4,7,8,33310,16500
DODGE,ES SEDAN V6 2.5,1997,133500,Essence,null,9,Automatique,4,null,5,vendeur,2900
Dacia,Lodgy Blue dCi 115 5 places 15 ans,2021,5500,Diesel,null,null,Manuelle,4,6,5,71570,17500
Peugeot,308 1.2 PureTech 110ch S&S BVM5 Style,2017,84508,Essence,105,4.0,Manuelle,4,5,5,79230,12300
Mercedes,A170 CDI Ambiance Classic,2001,308000,Diesel,133,5.2,Manuelle,4,5,5,37000,3500
Dacia,Duster TCe 125 4x2 Ambiance Edition 2016,2016,52000,Essence,138,6.1,Manuelle,4,7,5,95240,11000
Smart,Fortwo Coupé 0.9 90 ch S&S A Proxy,2016,76000,Essence,96,4.1,Automatique,2,4,2,06600,10750
Ford,C-MAX 1.5 TDCi 95 S&S Titanium,2004,320944,Diesel,125,4.7,Manuelle,4,5,5,91220,650
Alfa,166 2.4 JTD 175 Distinctive Sportronic A,2004,236500,Diesel,235,8.9,Automatique,4,12,5,85400,3100
CITROëN,null,2021,6200,Essence,null,null,Manuelle,4,null,null,33240,16000
Mercedes,Classe CLA 220 d 7-G DCT 4Matic Sensation,2017,68000,Diesel,123,4.8,Automatique,4,9,5,66420,27500
Citroën,C3 Aircross PureTech 110 S&S  BVM5 Shine Business,2017,25000,Essence,112,4.9,Manuelle,4,6,5,01640,14950
Ford,Fiesta 1.4 TDCi Ambiente,2006,102000,Diesel,114,4.3,Manuelle,4,4,5,17300,4600
Dacia,Logan MCV 1.5 dCi 70 5 places Ambiance,2008,326000,Diesel,140,5.3,Manuelle,4,5,5,04000,2490
Peugeot,308 1.2 PureTech 130ch S&S BVM6 Allure,2017,61500,Essence,104,4.5,Manuelle,4,6,5,69300,15700
Volkswagen,Golf Sportsvan 1.0 TSI 110 BMT DSG7 Carat,2018,75500,Essence,113,5.0,Semi automatique,4,6,5,86450,15800
Audi,A3 1.6 TDI 105 Ambiente,2014,130000,Diesel,99,3.8,Manuelle,2,5,5,75017,10000
Opel,Astra 1.7 CDTI - 80 Elegance,2005,208263,Diesel,132,4.9,Manuelle,4,5,5,10400,1000
Peugeot,206 1.4i XR Présence,2001,125,Essence,162,6.6,Manuelle,4,5,4,91470,5000
Renault,Clio dCi 75 Energy Business,2018,70000,Diesel,85,3.3,Manuelle,4,4,5,08800,10400
Peugeot,208 1.0 PureTech 68ch BVM5 Access,2015,10800,Essence,99,4.3,Manuelle,4,4,5,59770,9980
Citroën,DS4 e-HDi 110 Airdream Chic BMP6,2012,163328,Diesel,110,null,Semi automatique,4,6,5,02110,8000
Peugeot,208 1.2 VTi 82ch BVM5 Active,2012,100900,Essence,104,4.5,Manuelle,2,4,5,69150,6690
Fiat,500 1.2 8V 69 ch Lounge,2012,73500,Essence,119,null,Manuelle,2,4,4,69150,6990
Voiture,null,null,null,null,null,null,null,null,null,null,null,null
Dacia,Sandero TCe 90 - 22 Stepway Confort,2022,1500,Essence,null,null,Manuelle,4,5,5,14000,13600
Peugeot,207 1.6 HDi 16v 90ch Urban,2007,185000,Diesel,120,4.5,Manuelle,4,5,5,vendeur,3999
Renault,Koleos 2.0 dCi 150 FAP Bose Edition Euro 5,2013,139160,Diesel,148,5.7,Manuelle,4,8,5,45120,7000
Peugeot,406 Break 2.0 HDi - 110 Nav Tech on board,2002,199700,Diesel,149,5.7,Manuelle,4,6,5,89240,3250
Audi,A3 Sportback 1.4 TFSI COD 140 Ambiente S tronic 7,2014,105000,Essence,110,4.7,Semi automatique,4,7,5,54360,14500
Audi,A3 Cabriolet 1.6 TDI 105 DPF Ambition Luxe,2010,132000,Diesel,114,4.3,Manuelle,2,5,4,93110,15000
Volkswagen,Passat SW 2.0 16S TDI 140 CR FAP Confortline DSG,2010,195000,Diesel,159,6.1,Semi automatique,4,8,5,59600,4500
Mercedes,Classe CLA 180 d Business Edition,2017,52000,Diesel,98,3.7,Manuelle,4,5,5,66690,22000
Opel,Agila 1.0 - 65 ch ecoFLEX Enjoy,2010,45700,Essence,119,5.1,Manuelle,4,4,5,31170,5000
Fiat,500 1.2 69 ch Lounge,2016,30500,Essence,115,4.9,Manuelle,2,4,4,34970,9600
Citroën,DS7 Crossback BlueHDi 180 EAT8 Executive,2020,15500,Diesel,115,4.4,Automatique,4,9,5,33320,39490
Dacia,Duster dCi 110 4x2 Prestige,2018,28690,Diesel,115,4.4,Manuelle,4,6,5,75020,16000
Voiture,null,null,null,null,null,null,null,null,null,null,null,null
Dacia,Duster 1.5 dCi 110 4x4 Ambiance,2012,65500,Diesel,137,5.3,Manuelle,4,6,5,20000,11900
Fiat,500 1.2 8V 69 ch by Diesel,2010,72600,Essence,119,5.1,Manuelle,2,4,4,64150,6200
Kia,CEED 1.0 T-GDi 120 ch ISG BVM6 Active,2020,18800,Essence,null,null,Manuelle,4,6,5,45000,18290
Citroën,C3 PureTech 83 S&S BVM5 Feel Pack,2021,1950,Essence,null,null,Manuelle,4,4,5,35580,16500
Kia,Venga 1.4 90 ch Active,2014,85500,Essence,140,6.0,Manuelle,4,5,5,59200,9000
Renault,Captur dCi 110 Energy Initiale Paris,2018,22500,Diesel,98,3.7,Manuelle,4,5,5,57000,16500
Peugeot,2008 PureTech 82ch BVM5 Style,2019,38000,Essence,112,5.0,Manuelle,4,4,5,85440,12900
Audi,S3 Sportback 2.0 TFSI 265 Quattro,2009,86400,Essence,201,8.5,Manuelle,4,17,5,59500,20500
Kia,Stonic 1.6 CRDi 110 ch Active,2018,120000,Diesel,109,4.2,Manuelle,4,6,5,76780,13500
Volvo,XC60 D5 AWD Xénium Geartronic A,2012,140000,Diesel,169,6.4,Automatique,4,13,5,51000,17000
Peugeot,208 PureTech 100 S&S BVM6 Active,2019,45000,Essence,null,null,Manuelle,4,5,5,71620,13990
Renault,Mégane CC 1.9 dCi 120 Confort Authentique,2004,175000,Diesel,146,5.5,Manuelle,2,7,4,91090,1500
Peugeot,Traveller Long 1.6 BlueHDi 115ch S&S BVM6 Business,2018,80000,Diesel,137,null,Manuelle,4,6,9,11610,26000
Citroën,Xsara 1.9 D X,1998,248000,Diesel,164,6.2,Manuelle,4,5,5,30100,1590
Renault,Mégane IV Berline TCe 100 Energy Business,2017,63000,Essence,120,5.4,Manuelle,4,5,5,95680,11000
Renault,Talisman dCi 130 Energy Business,2017,125587,Diesel,102,3.9,Manuelle,4,6,5,69220,12500
Peugeot,407 2.0 HDi 16v Griffe,2005,245945,Diesel,155,5.9,Manuelle,4,8,5,79420,1200
Audi,A3 Sportback 35 TFSI 150 S tronic 7 S Line,2021,1550,Essence,135,null,Automatique,4,8,5,01100,39800
Ford,Ka 1.3i - 70 Ka²,2007,64600,Essence,154,6.5,Manuelle,2,5,4,78630,3990
Smart,Smart Coupe 61 Passion Softouch A,2004,107400,Essence,113,4.7,Automatique,2,4,2,78650,2890
Mercedes,Classe B 200 CDI BlueEFFICIENCY Business,2014,131500,Diesel,114,4.4,Manuelle,4,7,5,29400,12500
Audi,A3 2.0 TDI 140 DPF Ambiente,2009,187200,Diesel,134,5.1,Manuelle,2,8,5,57070,6700
Peugeot,205 1.0 GL,1989,200000,Essence,null,null,Manuelle,4,4,5,31230,1000
Ford,Fiesta 1.2i Elance,1999,51900,Essence,null,null,Manuelle,4,5,5,10120,3500
Opel,Astra 1.6i,1999,1,Essence,173,7.2,Manuelle,4,6,5,97290,500
Opel,Astra Sports Tourer 1.5 Diesel 122 ch BVM6 Edition Business,2019,18500,Diesel,92,3.5,Manuelle,4,6,5,24650,18000
Peugeot,208 1.2 PureTech 110ch S&S BVM5 GT Line,2017,40000,Essence,99,4.3,Manuelle,2,5,5,31290,12000
Mercedes,Classe E 250 CDI BlueEfficiency Avantgarde Executive A,2009,359893,Diesel,154,5.8,Automatique,4,11,5,56300,9800
BMW,645Ci Cab Steptronic A,2004,79000,Essence,279,11.5,Automatique,2,24,4,60270,23850
Renault,Clio dCi 75 Energy Business,2016,35000,Diesel,85,3.3,Manuelle,4,4,5,97231,10500
Renault,Clio Estate 1.5 dCi 85 eco2 Dynamique,2009,223227,Diesel,117,4.4,Manuelle,4,5,5,vendeur,2400
Peugeot,207 CC 1.6 HDi 112ch FAP BLUE LION Sport,2011,175500,Diesel,125,4.8,Manuelle,2,6,4,94310,4990
Renault,Kangoo 1.5 dCi 105 eco2 Expression,2008,200000,Diesel,146,5.5,Manuelle,4,6,5,38000,4200
Mercedes,Classe C 220 CDI BlueEfficiency Avantgarde A,2009,260000,Diesel,153,5.8,Automatique,4,10,5,25200,9000
Peugeot,108 1.2 PureTech 82ch BVM5 Style,2018,51900,Essence,99,4.3,Manuelle,4,4,4,vendeur,8799
Citroën,C4 Cactus PureTech 110 S&S EAT6 Shine,2019,31530,Essence,117,5.1,Automatique,4,6,5,59770,14990
Mercedes,Classe C Break 200 d 7G-Tronic Business Executive,2017,54000,Diesel,122,4.8,Automatique,4,7,5,13580,19800
Audi,Q7 3.0 V6 TDI Clean Diesel 272 Tiptronic 8 Quattro 7pl,2017,85000,Diesel,158,6.0,Automatique,4,17,7,72700,47500
Kia,Picanto 1.0 essence MPi 67 ch BVM5 Motion,2020,13900,Essence,null,null,Manuelle,4,4,5,17190,10600
Audi,A3 2.0 TDI 184 Quattro Ambiente S tronic 6,2013,120000,Diesel,124,4.7,Semi automatique,2,10,5,83860,18500
BMW,X1 sDrive 18i 140 ch DKG7 Lounge,2018,21200,Essence,133,5.8,Automatique,4,7,5,13127,26900
Peugeot,RCZ 2.0 HDi FAP 160ch,2013,87600,Diesel,130,5.0,Manuelle,2,9,4,40180,13500
Mercedes,Classe A 200 7G-DCT AMG Line,2018,27000,Essence,118,5.2,Automatique,4,8,5,83000,33000
FORD,S-MAX 2.0 TDCi 140 FAP Titanium - 7 Pl,2014,140000,Diesel,139,5.3,Manuelle,4,8,7,33310,9700
Ford,Kuga 2.0 TDCi 150 S&S 4x2 Titanium,2015,130000,Diesel,122,4.7,Manuelle,4,8,5,15250,12800
Mercedes,Classe CLS 350 d A,2015,177200,Diesel,142,5.5,Automatique,4,15,4,31530,23199
Dacia,Sandero TCe 90 Advance,2018,42000,Essence,115,5.1,Manuelle,4,5,5,33480,9990
Nissan,Qashqai 1.6 dCi 130 Xtronic Tekna,2016,61500,Diesel,128,4.9,Automatique,4,7,5,01300,16900
BMW,Z4 2.5i,2003,156000,Essence,216,8.9,Manuelle,2,12,2,59152,10990
